"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/all_with_default_time.csv --bytes --cpu --disk --page --int --load --mem --net --proc --io --swap --sys --aio --fs --ipc --lock --raw --socket --tcp --udp --unix --vm --vm-adv --zones 1 600",,,,"Date:","23 Mar 2023 13:32:03 -03"
"total cpu usage",,,,,"dsk/total",,"paging",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"io/total",,"swap",,"system",,"async","filesystem",,"sysv ipc",,,"file locks",,,,"raw","sockets",,,,,"tcp sockets",,,,,"udp",,"unix sockets",,,,"virtual memory",,,,"advanced virtual memory",,,,,"zones memory",,,
10.025,3.133,86.591,0.251,0,0,9486336,0,0,0,156,0,1.210,1.200,1.250,5410734080,2627977216,7936143360,10992242688,27041,15483,0,0,0,0,402,108527616,914878464,2833,7402,0,14080,182424,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,6,1,25,13,56,975,55,920,0,1237,3458,3093,0,0,0,0,0,159503,3141,478765,22688
7.595,2.785,89.620,0,0,0,0,0,0,0,130,0,1.210,1.200,1.250,5411631104,2627346432,7935877120,10991611904,8204,8951,1,0,0,0,0,108527616,914878464,2482,5750,0,14080,182423,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,6,1,25,13,56,975,55,920,0,202,555,831,0,0,0,0,0,159503,3141,478611,22688
12.734,2.122,85.019,0.125,0,0,0,0,0,0,152,0,1.210,1.200,1.250,5410873344,2625953792,7938027520,10997260288,6778,8541,2,0,9,0,0,108527616,914878464,2869,8459,0,14144,182450,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,6,1,25,13,56,975,55,920,0,3766,4697,2672,0,0,0,0,0,159503,3141,478271,22688
8.875,3.250,87.875,0,0,0,0,0,0,0,123,0,1.210,1.200,1.250,5411414016,2625323008,7938117632,10996875264,6351,8191,0,0,8,0,0,108527616,914878464,2704,6932,0,14048,182460,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,6,1,25,13,56,975,55,920,0,1531,2235,2206,0,0,0,0,0,159503,3141,478117,22688
9.125,2.875,87.750,0.250,0,0,679936,0,0,0,122,0,1.210,1.200,1.250,5427859456,2607456256,7939538944,10979921920,6424,7840,1,0,0,0,14,108527616,914878464,2585,6139,0,14080,182506,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,6,1,25,13,56,975,55,920,0,5702,7378,3792,0,0,0,0,0,159503,3141,473699,22688
9.273,2.882,87.845,0,0,0,8126464,0,0,0,123,0,1.120,1.180,1.240,5428793344,2607783936,7938277376,10978967552,6707,7646,0,0,0,0,92,108527616,914878464,2659,5974,0,14048,182459,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,6,1,25,13,56,975,55,920,0,289,1641,1990,0,0,0,0,0,159503,3141,473835,22688
8.050,3.019,88.805,0.126,0,0,0,0,0,0,120,0,1.120,1.180,1.240,5432111104,2605273088,7937470464,10974154752,6469,7840,1,0,0,0,0,108527616,914878464,2513,5749,0,14112,182435,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,6,1,25,13,56,975,55,920,0,47,978,1115,0,0,0,0,0,159503,3141,473222,22688
9.273,3.133,87.594,0,0,0,0,0,0,0,120,0,1.120,1.180,1.240,5455138816,2582921216,7936794624,10951802880,7816,8020,1,0,8,0,0,108527616,914878464,2713,7295,0,14080,182434,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,5,1,25,13,56,975,55,920,0,7481,8000,3230,0,0,0,0,0,159503,3141,467513,22688
8.396,2.381,89.098,0.125,0,0,0,0,0,0,161,0,1.120,1.180,1.240,5458698240,2580140032,7936016384,10949025792,9299,8502,0,0,8,0,0,108527616,914878464,2774,7164,0,14048,182432,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,5,1,25,13,56,975,55,920,0,1982,2630,2633,0,0,0,0,0,159503,3141,467030,22688
12.766,1.752,85.357,0.125,0,0,851968,0,0,0,124,0,1.120,1.180,1.240,5457129472,2579361792,7938363392,10948464640,6591,8287,0,0,0,0,18,108527616,914878464,2713,7254,0,14080,182460,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,5,1,25,13,56,975,55,920,0,3297,4614,3687,0,0,0,0,0,159503,3141,466896,22688
8.636,2.753,88.611,0,0,0,40960,0,0,0,124,0,1.190,1.200,1.250,5458063360,2578427904,7938363392,10947575808,6518,8020,0,0,0,0,4,108527616,914878464,2519,5719,0,14048,182460,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,5,1,25,13,56,975,55,920,0,57,531,521,0,0,0,0,0,159503,3141,466668,22688
9.343,2.778,87.753,0.126,0,0,0,0,0,0,144,0,1.190,1.200,1.250,5448372224,2587885568,7938596864,10957934592,23651,13722,3,0,0,0,0,108527616,914878464,2680,7284,0,14112,182471,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,6,1,25,13,56,975,55,920,0,4182,5894,8726,0,0,0,0,0,159503,3141,468924,22688
8.564,2.141,89.295,0,0,0,0,0,0,0,120,0,1.190,1.200,1.250,5448663040,2587594752,7938596864,10957643776,6294,7840,0,0,8,0,0,108527616,914878464,2621,6969,0,14080,182470,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,6,1,25,13,56,975,55,920,0,1337,1923,1928,0,0,0,0,0,159503,3141,468906,22688
7.828,2.904,89.141,0.126,0,0,974848,0,0,0,121,0,1.190,1.200,1.250,5447884800,2590453760,7936516096,10958155776,6738,7509,0,0,8,0,74,108527616,914878464,2658,7143,0,14048,182443,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,6,1,25,13,56,975,55,920,0,1311,2152,2979,0,0,0,0,0,159503,3141,469604,22688
11.250,3.875,84.750,0.125,0,0,212992,0,0,0,154,0,1.190,1.200,1.250,5449031680,2571866112,7953956864,10939645952,6294,7840,2,0,19,0,34,108527616,914878464,3117,8287,0,14112,182526,0,0,5,83,12,13,82,0,1208,27,33,0,0,7,25,0,6,1,25,13,56,979,55,924,0,8849,12513,4621,0,0,0,0,0,159503,3141,465066,22688
8.625,3.875,87.375,0.125,0,0,7823360,0,0,0,130,0,1.170,1.190,1.250,5444571136,2576855040,7953428480,10944634880,6747,8879,0,0,0,0,118,108527616,914878464,2854,6344,0,14080,182523,0,0,5,83,12,13,82,0,1208,27,33,0,0,7,25,0,6,1,25,13,56,979,55,924,0,123,1547,3126,0,0,0,0,0,159503,3141,466284,22688
12.360,2.122,85.393,0.125,0,0,573440,0,0,0,118,0,1.170,1.190,1.250,5439959040,2582155264,7952740352,10952257536,6184,7514,1,0,0,0,48,108527616,914878464,2713,7312,0,14080,182536,0,0,5,83,12,13,82,0,1208,27,33,0,0,7,25,0,6,1,25,13,56,979,55,924,0,1958,3289,5283,0,0,0,0,0,159503,3141,467645,22688
7.125,3.053,89.695,0.127,0,0,0,0,0,0,122,0,1.170,1.190,1.250,5441392640,2583863296,7949598720,10961629184,6364,7977,0,0,8,0,0,108527616,914878464,2665,6971,0,14080,182536,0,0,5,83,12,13,82,0,1208,27,33,0,0,7,25,0,6,1,25,13,56,979,55,924,0,1343,1941,4297,0,0,0,0,0,159503,3141,467995,22688
8.761,3.254,87.985,0,0,0,0,0,0,0,135,0,1.170,1.190,1.250,5439934464,2586513408,7948406784,10964000768,12339,12559,0,0,8,0,0,108527616,914878464,2601,7097,0,14080,182501,0,0,5,83,12,13,82,0,1209,27,33,0,0,7,25,0,5,1,25,14,56,979,55,924,0,1553,2050,2891,0,0,0,0,0,159503,3141,468642,22688
9.204,3.109,87.562,0.124,0,0,704512,0,0,0,120,0,1.170,1.190,1.250,5455634432,2581032960,7938187264,10982727680,6314,7764,0,0,0,0,76,108527616,914878464,2746,6333,0,14112,182509,0,0,5,83,12,13,82,0,1209,27,33,0,0,7,25,0,5,1,25,14,56,979,55,924,0,5583,7274,7052,0,0,0,0,0,159503,3141,467308,22688
8.249,3.299,88.325,0.127,0,0,12550144,0,0,0,164,0,1.160,1.190,1.240,5453238272,2583158784,7938457600,10984857600,6294,7840,0,0,0,0,600,108527616,914878464,2690,6243,0,14112,182509,0,0,5,83,12,13,82,0,1209,27,33,0,0,7,25,0,5,1,25,14,56,979,55,924,0,208,2365,2231,0,0,0,0,0,159503,3141,467823,22688
12.531,3.885,83.459,0.125,0,0,786432,0,0,0,157,0,1.160,1.190,1.240,5457817600,2571603968,7945433088,10973339648,14331,17653,0,0,37,0,94,108527616,914878464,3302,10817,0,14176,182657,0,0,5,84,12,13,83,0,1224,27,33,0,0,7,25,0,6,1,25,15,56,993,55,938,0,15638,15961,6838,0,0,0,0,0,159503,3141,464942,22688
8.657,3.388,87.955,0,0,0,0,0,0,0,138,0,1.160,1.190,1.240,5458931712,2570682368,7945240576,10972418048,22340,10650,1,0,8,0,0,108527616,914878464,2731,7133,0,14208,182658,0,0,5,84,12,13,83,0,1224,27,33,0,0,7,25,0,6,1,25,15,56,993,55,938,0,1393,1938,2094,0,0,0,0,0,159503,3141,464721,22688
12.609,1.998,85.268,0.125,0,0,0,0,0,0,118,0,1.160,1.190,1.240,5448163328,2579296256,7947395072,10969337856,6184,7764,2,0,8,0,0,108527616,914878464,2705,8308,0,14208,182686,0,0,5,84,12,13,83,0,1224,27,33,0,0,7,25,0,6,1,25,15,56,993,55,938,0,3421,4832,7420,0,0,0,0,0,159503,3141,466880,22688
9.250,3.125,87.625,0,0,0,0,0,0,0,136,0,1.160,1.190,1.240,5443489792,2590101504,7941263360,10979307520,8562,81112,2,0,0,0,0,108527616,914878464,2668,6423,0,14208,181577,0,0,5,84,12,13,83,0,1224,27,33,0,0,7,25,0,6,1,25,15,56,993,55,938,0,1369,3937,8974,0,0,0,0,0,159503,3141,469518,22688
8.864,3.246,87.141,0.749,0,0,4816896,0,0,0,133,0,1.230,1.200,1.250,5448212480,2585370624,7941271552,10974584832,8554,22118,0,0,0,0,58,108527616,914878464,2521,6041,0,14208,181577,0,0,5,84,12,13,83,0,1224,27,33,0,0,7,25,0,6,1,25,15,56,993,55,938,0,86,1664,1997,0,0,0,0,0,159503,3141,468421,22688
9.332,3.153,87.516,0,0,0,1540096,0,0,0,146,0,1.230,1.200,1.250,5455904768,2576601088,7942348800,10962202624,6314,7646,1,0,7,0,46,108527616,914878464,2758,8554,0,14208,181558,0,0,5,84,12,13,83,0,1224,27,33,0,0,7,25,0,6,1,25,15,56,993,55,938,0,6864,8767,4151,0,0,0,0,0,159503,3141,466222,22688
13.997,2.648,83.228,0.126,0,0,0,0,0,0,118,0,1.230,1.200,1.250,5459259392,2575859712,7939735552,10959511552,6184,7646,0,0,10,0,0,108527616,914878464,2946,7236,0,14176,181520,0,0,5,84,12,13,83,0,1224,27,33,0,0,7,25,0,6,1,25,15,56,993,55,938,0,2203,2783,4206,0,0,0,0,0,159503,3141,466041,22688
8.240,3.745,88.015,0,0,0,0,0,0,0,125,0,1.230,1.200,1.250,5458825216,2576744448,7939284992,10961928192,6659,8291,1,0,8,0,0,108527616,914878464,2621,6866,0,14144,181519,0,0,5,84,12,13,83,0,1224,27,33,0,0,7,25,0,6,1,25,15,56,993,55,938,0,1790,2372,2620,0,0,0,0,0,159503,3141,466257,22688
7.683,2.897,89.295,0.126,0,0,0,0,0,0,120,0,1.230,1.200,1.250,5460271104,2575556608,7939026944,10960740352,6184,8062,0,0,0,0,0,108527616,914878464,2451,5802,0,14144,181519,0,0,5,84,12,13,83,0,1224,27,33,0,0,7,25,0,6,1,25,15,56,993,55,938,0,70,560,520,0,0,0,0,0,159503,3141,465967,22688
12.268,2.107,85.378,0.248,0,0,0,0,0,0,122,0,1.210,1.200,1.250,5452484608,2580930560,7941439488,10960941056,6763,8323,1,0,0,0,0,108527616,914878464,2672,7133,0,14144,181547,0,0,5,84,12,13,83,0,1224,27,33,0,0,7,25,0,5,1,25,15,56,993,55,938,0,1890,3125,3688,0,0,0,0,0,159503,3141,466929,22688
7.779,3.890,87.955,0.376,0,0,15982592,0,0,0,126,0,1.210,1.200,1.250,5453709312,2579693568,7941451776,10959708160,6783,8568,2,0,0,0,214,108527616,914878464,2826,8771,0,14144,181547,0,0,5,84,12,13,83,0,1224,27,33,0,0,7,25,0,5,1,25,15,56,993,55,938,0,292,2990,2983,0,0,0,0,0,159503,3141,466987,22688
8.794,3.015,88.065,0.126,0,0,0,0,0,0,188,0,1.210,1.200,1.250,5454532608,2578845696,7941476352,10978578432,22153,13012,3,0,8,0,0,108527616,914878464,2741,7927,0,14176,181546,0,0,5,84,12,13,83,0,1224,27,33,0,0,7,25,0,6,1,25,15,56,993,55,938,0,1332,1989,2167,0,0,0,0,0,159503,3141,466770,22688
8.597,3.793,87.611,0,0,0,0,0,0,0,126,0,1.210,1.200,1.250,5498785792,2534559744,7941509120,11007873024,7698,8471,1,0,8,0,0,108527616,914878464,3721,36459,0,15232,182612,0,0,5,84,12,13,83,0,1224,27,33,0,0,7,25,0,6,1,25,15,56,993,55,938,0,33714,54252,38012,0,0,0,0,0,159503,3141,452808,22688
9.114,2.247,88.514,0.125,0,0,0,0,0,0,121,0,1.210,1.200,1.250,5530296320,2498383872,7946145792,10972934144,6314,7788,0,0,0,0,0,108527616,914878464,2652,6195,0,14112,182636,0,0,5,84,12,13,83,0,1224,27,33,0,0,7,25,0,6,1,25,15,56,993,55,938,0,6590,9342,3380,0,0,0,0,0,159503,3141,447066,22688
8.085,3.731,88.060,0.124,0,0,2416640,0,0,0,125,0,1.190,1.200,1.250,5531987968,2497224704,7945613312,10971774976,6580,8568,0,0,0,0,48,108527616,914878464,2711,5881,0,14144,182634,0,0,5,84,12,13,83,0,1224,27,33,0,0,7,25,0,6,1,25,15,56,993,55,938,0,266,1009,1407,0,0,0,0,0,159503,3141,446845,22688
8.553,3.648,87.799,0,0,0,9183232,0,0,0,122,0,1.190,1.200,1.250,5520199680,2511564800,7943061504,10986115072,6380,7946,1,0,0,0,326,108527616,914878464,2612,6903,0,14144,182563,0,0,5,84,12,13,83,0,1218,27,33,0,0,7,25,0,6,1,25,15,56,987,55,932,0,173,1774,4654,0,0,0,0,0,159503,3141,450292,22688
12.140,2.628,85.106,0.125,0,0,0,0,0,0,114,0,1.190,1.200,1.250,5508378624,2520969216,7945478144,10980323328,6184,7646,0,0,8,0,0,108527616,914878464,2920,8512,0,14144,182591,0,0,5,84,12,13,83,0,1218,27,33,0,0,7,25,0,6,1,25,15,56,987,55,932,0,3189,4604,7269,0,0,0,0,0,159503,3141,452640,22688
8.489,3.496,88.015,0,0,0,0,0,0,0,157,0,1.190,1.200,1.250,5509509120,2519838720,7945478144,10979213312,7164,8322,0,0,8,0,0,108527616,914878464,2600,7001,0,14144,182591,0,0,5,84,12,13,83,0,1218,27,33,0,0,7,25,0,6,1,25,15,56,987,55,932,0,1453,1984,2135,0,0,0,0,0,159503,3141,452364,22688
8.842,2.740,88.294,0.125,0,0,0,0,0,0,122,0,1.190,1.200,1.250,5510660096,2518675456,7945490432,10978062336,6578,7832,0,0,1,0,0,108527616,914878464,2467,5783,0,14176,182591,0,0,5,84,12,13,83,0,1218,27,33,0,0,7,25,0,6,1,25,15,56,987,55,932,0,519,646,608,0,0,0,0,0,159503,3141,452080,22688
7.393,3.509,88.596,0.501,0,0,704512,0,0,0,120,0,1.170,1.190,1.240,5511602176,2517741568,7945482240,10977128448,6184,7788,1,0,0,0,28,108527616,914878464,2496,5849,0,14176,182591,0,0,5,84,12,13,83,0,1218,27,33,0,0,7,25,0,5,1,25,15,56,987,55,932,0,175,704,632,0,0,0,0,0,159503,3141,451852,22688
9.701,3.607,86.567,0.124,0,0,5111808,0,0,0,127,0,1.170,1.190,1.240,5500715008,2528890880,7945220096,10983747584,6726,8796,0,0,0,0,58,108527616,914878464,2598,6526,0,14176,182620,0,0,5,84,12,13,83,0,1218,27,33,0,0,7,25,0,5,1,25,15,56,987,55,932,0,4515,6931,8326,0,0,0,0,0,159503,3141,454574,22688
8.176,3.019,88.679,0.126,0,0,0,0,0,0,117,0,1.170,1.190,1.240,5501837312,2527961088,7945027584,10982879232,6184,7646,0,0,8,0,0,108527616,914878464,2568,6916,0,14144,182620,0,0,5,84,12,13,83,0,1218,27,33,0,0,7,25,0,5,1,25,15,56,987,55,932,0,1396,1918,2035,0,0,0,0,0,159503,3141,454347,22688
9.091,2.904,88.005,0,0,0,0,0,0,0,149,0,1.170,1.190,1.240,5503008768,2527043584,7944773632,10981965824,23369,13339,1,0,8,0,0,108527616,914878464,2735,7840,0,14144,182620,0,0,5,84,12,13,83,0,1218,27,33,0,0,7,25,0,6,1,25,15,56,987,55,932,0,1369,1973,2332,0,0,0,0,0,159503,3141,454123,22688
12.594,1.746,85.536,0.125,0,0,2072576,0,0,0,162,0,1.170,1.190,1.240,5491662848,2538352640,7944810496,10991403008,6351,9383,0,0,0,0,132,108527616,914878464,3076,7544,0,14144,182591,0,0,5,84,12,13,83,0,1214,27,33,0,0,7,25,0,6,1,25,15,56,983,55,928,0,2508,4235,6718,0,0,0,0,0,159503,3141,456766,22688
8.101,2.532,89.241,0.127,0,0,0,0,0,0,137,0,1.160,1.190,1.240,5493874688,2536140800,7944810496,10989240320,8487,15829,0,0,0,0,0,108527616,914878464,2617,6068,0,14144,182590,0,0,5,84,12,13,83,0,1214,27,33,0,0,7,25,0,6,1,25,15,56,983,55,928,0,228,1693,1592,0,0,0,0,0,159503,3141,455840,22688
9.148,3.008,87.845,0,0,0,7495680,0,0,0,126,0,1.160,1.190,1.240,5498953728,2530328576,7945543680,10983428096,7512,10881,0,0,0,0,66,108527616,914878464,2613,6062,0,14112,182591,0,0,5,84,12,13,83,0,1214,27,33,0,0,7,25,0,6,1,25,15,56,983,55,928,0,134,1740,1475,0,0,0,0,0,159503,3141,454925,22688
9.714,3.238,86.924,0.125,0,0,0,0,0,0,132,0,1.160,1.190,1.240,5501939712,2527088640,7945797632,10980192256,17861,9424,1,0,8,0,0,108527616,914878464,2790,7485,0,14144,182590,0,0,5,84,12,13,83,0,1213,27,33,0,0,7,25,0,6,1,25,14,56,983,55,928,0,2462,3528,3678,0,0,0,0,0,159503,3141,454134,22688
9.863,2.747,87.391,0,0,0,0,0,0,0,141,0,1.160,1.190,1.240,5502234624,2527002624,7945588736,10980638720,10213,11254,0,0,8,0,0,108527616,914878464,2794,7233,0,14176,182601,0,0,5,84,12,13,83,0,1213,27,33,0,0,7,25,0,6,1,25,14,56,983,55,928,0,2460,3767,4163,0,0,0,0,0,159503,3141,454113,22688
8.685,3.598,87.593,0.124,0,0,573440,0,0,0,117,0,1.160,1.190,1.240,5503987712,2526572544,7944265728,10968825856,6628,7840,0,0,0,0,14,108527616,914878464,2479,6178,0,14144,182618,0,0,5,84,12,13,83,0,1213,27,33,0,0,7,25,0,6,1,25,14,56,983,55,928,0,5564,7268,4276,0,0,0,0,0,159503,3141,454008,22688
8.679,2.516,88.679,0.126,0,0,294912,0,0,0,161,0,1.310,1.220,1.250,5505941504,2524876800,7944007680,10967134208,6351,7975,0,0,0,0,20,108527616,914878464,2606,5835,0,14112,182617,0,0,5,84,12,13,83,0,1212,27,33,0,0,7,25,0,5,1,25,13,56,983,55,928,0,271,701,633,0,0,0,0,0,159503,3141,453594,22688
12.673,1.882,85.194,0.251,0,0,9453568,0,0,0,124,0,1.310,1.220,1.250,5489950720,2542727168,7942148096,10993516544,6726,8678,0,0,1,0,850,108527616,914878464,3270,9316,0,14144,182568,0,0,5,84,12,13,83,0,1204,27,33,0,0,7,25,0,5,1,25,13,56,975,55,920,0,1177,3489,7446,0,0,0,0,0,159503,3141,457952,22688
8.291,3.141,88.442,0.126,0,0,0,0,0,0,119,0,1.310,1.220,1.250,5491163136,2541510656,7942152192,10992336896,6184,7764,0,0,8,0,0,108527616,914878464,2702,7050,0,14144,182568,0,0,5,84,12,13,83,0,1204,27,33,0,0,7,25,0,5,1,25,13,56,975,55,920,0,1331,1882,1897,0,0,0,0,0,159503,3141,457655,22688
8.614,3.371,88.015,0,0,0,0,0,0,0,127,0,1.310,1.220,1.250,5493395456,2539278336,7942152192,10991247360,6922,8908,0,0,8,0,0,108527616,914878464,2668,7580,0,14112,182569,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,6,1,25,13,56,975,55,920,0,1327,1985,2571,0,0,0,0,0,159503,3141,457110,22688
8.657,2.760,88.457,0.125,0,0,0,0,0,0,141,0,1.310,1.220,1.250,5493854208,2538819584,7942152192,10990788608,22763,12316,0,0,0,0,0,108527616,914878464,2463,5927,0,14112,182569,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,6,1,25,13,56,975,55,920,0,524,939,734,0,0,0,0,0,159503,3141,456998,22688
9.148,2.882,87.845,0.125,0,0,581632,0,0,0,148,0,1.280,1.220,1.250,5497090048,2537385984,7940349952,10987036672,37925,13794,0,0,0,0,28,108527616,914878464,2678,6859,0,14112,182542,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,7,1,25,13,56,975,55,920,0,403,1108,1396,0,0,0,0,0,159503,3141,456648,22688
8.438,3.401,88.035,0.126,0,0,5021696,0,0,0,147,0,1.280,1.220,1.250,5510610944,2522607616,7941607424,10974814208,6314,7646,0,0,0,0,42,108527616,914878464,2606,6470,0,14080,182597,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,7,1,25,13,56,975,55,920,0,5287,7525,2759,0,0,0,0,0,159503,3141,453040,22688
8.020,3.509,88.471,0,0,0,0,0,0,0,123,0,1.280,1.220,1.250,5510868992,2522587136,7941369856,10975092736,6294,8198,0,0,8,0,0,108527616,914878464,2621,6886,0,14080,182596,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,7,1,25,13,56,975,55,920,0,1330,1961,3046,0,0,0,0,0,159503,3141,453035,22688
12.155,2.005,85.714,0.125,0,0,0,0,0,0,123,0,1.280,1.220,1.250,5511102464,2519932928,7943790592,10993553408,6630,8270,1,0,8,0,0,108527616,914878464,2793,8443,0,14080,182624,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,7,1,25,13,56,975,55,920,0,2811,4098,2711,0,0,0,0,0,159503,3141,452387,22688
7.789,2.889,89.322,0,0,0,0,0,0,0,121,0,1.280,1.220,1.250,5503397888,2527637504,7943790592,11005321216,6294,7821,1,0,0,0,0,108527616,914878464,2441,5659,0,14048,182624,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,7,1,25,13,56,975,55,920,0,83,527,1696,0,0,0,0,0,159503,3141,454268,22688
8.625,2.750,88.500,0.125,0,0,655360,0,0,0,118,0,1.500,1.260,1.270,5504073728,2526961664,7943790592,11004096512,6184,7920,0,0,0,0,18,108527616,914878464,2598,5862,0,14080,182624,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,7,1,25,13,56,975,55,920,0,144,708,1358,0,0,0,0,0,159503,3141,454103,22688
8.333,2.652,88.889,0.126,0,0,7708672,0,0,0,128,0,1.500,1.260,1.270,5508661248,2524696576,7941468160,10999508992,6802,8205,0,0,0,0,76,108527616,914878464,2603,5883,0,14048,182596,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,6,1,25,13,56,975,55,920,0,415,1869,2066,0,0,0,0,0,159503,3141,453438,22688
8.281,3.011,88.708,0,0,0,0,0,0,0,175,0,1.500,1.260,1.270,5460332544,2577838080,7936655360,11138494464,7178,9146,4,0,4,0,0,108527616,914878464,2719,6385,0,14080,181489,0,0,5,83,12,13,82,0,1207,27,33,0,0,7,26,0,6,1,25,13,56,977,55,922,0,770,1396,14455,0,0,0,0,0,159503,3141,466399,22688
9.406,3.713,86.757,0.124,0,0,0,0,0,0,125,0,1.500,1.260,1.270,5464018944,2575716352,7935090688,11135074304,7180,8238,1,0,13,0,0,108527616,914878464,2743,7777,0,14112,181440,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,6,1,25,13,56,975,55,920,0,2998,3516,4431,0,0,0,0,0,159503,3141,466006,22688
8.920,2.764,88.191,0.126,0,0,0,0,0,0,146,0,1.500,1.260,1.270,5482418176,2555904000,7936503808,11116900352,22181,12728,0,0,0,0,0,108527616,914878464,2679,7063,0,14048,181496,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,6055,7712,1364,0,0,0,0,0,159503,3141,461169,22688
11.809,1.884,86.307,0,0,0,2072576,0,0,0,127,0,1.500,1.260,1.270,5483454464,2552455168,7938916352,11120607232,7772,8724,0,0,0,0,32,108527616,914878464,2654,7273,0,14048,181524,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,2213,3745,2468,0,0,0,0,0,159503,3141,460327,22688
7.663,3.643,88.568,0.126,0,0,13033472,0,0,0,124,0,1.460,1.260,1.260,5484650496,2551255040,7938920448,11119554560,6707,7646,1,0,0,0,1700,108527616,914878464,3776,10538,0,14048,181524,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,188,2162,2148,0,0,0,0,0,159503,3141,460034,22688
7.915,2.638,89.322,0.126,0,0,0,0,0,0,119,0,1.460,1.260,1.260,5484314624,2550538240,7939973120,11118878720,6469,8340,3,0,0,0,0,108527616,914878464,2524,5827,0,14048,181525,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,141,841,931,0,0,0,0,0,159503,3141,459808,22688
8.428,3.145,88.428,0,0,0,0,0,0,0,155,0,1.460,1.260,1.260,5487001600,2548649984,7939174400,11114446848,6593,8246,1,0,16,0,0,108527616,914878464,2672,8095,0,14048,181523,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,2557,3259,4235,0,0,0,0,0,159503,3141,459398,22688
8.886,2.378,88.611,0.125,0,0,0,0,0,0,123,0,1.460,1.260,1.260,5489934336,2547769344,7937122304,11129065472,6184,7646,1,0,0,0,0,108527616,914878464,2589,5811,0,14048,181496,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,809,1431,1839,0,0,0,0,0,159503,3141,459253,22688
8.323,2.900,88.651,0.126,0,0,1384448,0,0,0,133,0,1.460,1.260,1.260,5488373760,2549596160,7936856064,11128246272,6789,8347,0,0,0,0,28,108527616,914878464,2567,5861,0,14048,181495,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,285,795,1778,0,0,0,0,0,159503,3141,459629,22688
9.057,3.899,87.044,0,0,0,2932736,0,0,0,121,0,1.660,1.300,1.280,5624778752,2408226816,7941808128,10999828480,6783,8313,5,0,0,0,382,108527616,914878464,3534,36563,0,14048,182566,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,6,2,25,13,56,975,55,920,0,40225,63969,28706,0,0,0,0,0,159503,3141,424989,22688
11.742,2.146,85.985,0.126,0,0,6471680,0,0,0,120,0,1.660,1.300,1.280,5625049088,2405470208,7944290304,11000119296,6184,7764,0,0,0,0,26,108527616,914878464,2692,7181,0,14080,182594,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,6,2,25,13,56,975,55,920,0,1088,2346,748,0,0,0,0,0,159503,3141,424442,22688
7.760,4.005,88.235,0,0,0,0,0,0,0,120,0,1.660,1.300,1.280,5616340992,2414178304,7944290304,11005767680,6380,8309,0,0,16,0,0,108527616,914878464,2738,8130,0,14080,182593,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,6,2,25,13,56,975,55,920,0,2601,3321,6430,0,0,0,0,0,159503,3141,426568,22688
