"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --time --cpu --disk --page --int --load --mem --net --proc --io --swap --sys --aio --fs --ipc --lock --raw --socket --tcp --udp --unix --vm --vm-adv --zones --output dstat/data/csv/dstat/all.csv 1 600",,,,"Date:","22 Mar 2023 22:03:09 -03"
"system","total cpu usage",,,,,"dsk/total",,"paging",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"io/total",,"swap",,"system",,"async","filesystem",,"sysv ipc",,,"file locks",,,,"raw","sockets",,,,,"tcp sockets",,,,,"udp",,"unix sockets",,,,"virtual memory",,,,"advanced virtual memory",,,,,"zones memory",,,
"time","usr","sys","idl","wai","stl","read","writ","in","out","138","139","140","1m","5m","15m","used","free","buff","cach","recv","send","run","blk","new","read","writ","used","free","int","csw","#aio","files","inodes","msg","sem","shm","pos","lck","rea","wri","raw","tot","tcp","udp","raw","frg","lis","act","syn","tim","clo","lis","act","dgm","str","lis","act","majpf","minpf","alloc","free","steal","scanK","scanD","pgoru","astll","d32F","d32H","normF","normH"
22-03 22:11:09,4.298,1.391,94.311,0,0,0,0,0,0,0,13,0,0.440,2.980,3.270,3330052096,2023452672,194031616,10592616448,0,358,0,0,0,0,0,1835008,1021571072,1896,20173,0,13248,347462,0,0,6,57,12,10,59,0,1092,18,20,0,0,7,11,0,6,1,17,8,56,890,54,836,0,1359,3048,3442,0,0,0,0,0,289051,3141,201502,22176,
22-03 22:11:10,4.293,1.894,93.561,0.253,0,0,0,0,0,0,17,0,0.440,2.980,3.270,3331047424,2022453248,194031616,10593144832,152,0,0,0,8,0,0,1835008,1021571072,1418,3297,0,13248,347463,0,0,6,57,12,10,59,0,1092,18,20,0,0,7,11,0,6,1,17,8,56,890,54,836,0,1329,1446,1426,0,0,0,0,0,289051,3141,201384,22176,
22-03 22:11:11,3.894,2.387,93.090,0.628,0,0,1679360,0,0,0,20,0,0.490,2.940,3.250,3322945536,2030538752,194039808,10590396416,396,446,1,0,8,0,44,1835008,1021571072,1469,3767,0,13248,347392,0,0,6,57,12,10,59,0,1086,18,20,0,0,7,11,0,6,1,17,8,56,884,54,830,0,1391,1690,4642,0,0,0,0,0,289051,3141,203289,22176,
22-03 22:11:12,4.288,1.009,94.704,0,0,0,0,0,0,0,14,0,0.490,2.940,3.250,3290038272,2063437824,194039808,10583740416,0,0,0,0,0,0,0,1835008,1021571072,1226,2051,0,13216,347284,0,0,6,57,12,10,59,0,1076,18,20,0,0,7,11,0,6,1,17,8,56,874,54,820,0,223,554,8450,0,0,0,0,0,289051,3141,211390,22176,
22-03 22:11:13,3.531,1.135,95.208,0.126,0,0,0,0,0,0,47,0,0.490,2.940,3.250,3289767936,2063708160,194039808,10582409216,167,187,0,0,0,0,0,1835008,1021571072,1203,1977,0,13216,347282,0,0,6,57,12,10,59,0,1076,18,20,0,0,7,11,0,6,1,17,8,56,874,54,820,0,94,136,498,0,0,0,0,0,289051,3141,211456,22176,
22-03 22:11:14,5.668,1.889,92.317,0.126,0,0,10412032,0,0,0,18,0,0.490,2.940,3.250,3302912000,2050297856,194039808,10582700032,298,2065,0,0,0,0,772,1835008,1021571072,1789,5162,0,13216,347272,0,0,6,57,12,10,59,0,1077,19,20,0,0,7,10,1,6,2,17,8,56,874,54,820,0,6441,9345,3020,0,0,0,0,0,289051,3141,207994,22176,
22-03 22:11:15,4.271,2.010,93.719,0,0,0,0,0,0,0,31,0,0.490,2.940,3.250,3302649856,2050363392,194039808,10582630400,12565,3035,0,0,8,0,0,1835008,1021571072,1362,3173,0,13216,347270,0,0,6,57,12,10,59,0,1076,18,20,0,0,7,11,0,7,1,17,8,56,874,54,820,0,1296,1396,1539,0,0,0,0,0,289051,3141,208135,22176,
22-03 22:11:16,4.020,1.759,94.095,0.126,0,0,1040384,0,0,0,20,0,0.530,2.910,3.240,3304198144,2048815104,194043904,10582892544,6163,1192,0,0,8,0,18,1835008,1021571072,1523,3476,0,13216,347271,0,0,6,57,12,10,59,0,1076,18,20,0,0,7,11,0,7,1,17,8,56,874,54,820,0,1466,1668,1560,0,0,0,0,0,289051,3141,207702,22176,
22-03 22:11:17,4.271,1.759,93.970,0,0,0,0,0,0,0,20,0,0.530,2.910,3.240,3304841216,2048077824,194043904,10582720512,1202,646,1,0,0,0,0,1835008,1021571072,1120,1919,0,13216,347280,0,0,6,57,12,10,59,0,1076,18,20,0,0,7,11,0,7,1,17,8,56,874,54,820,0,242,297,274,0,0,0,0,0,289051,3141,207640,22176,
22-03 22:11:18,3.774,1.132,94.969,0.126,0,0,0,0,0,0,15,0,0.530,2.910,3.240,3306647552,2046271488,194043904,10584043520,0,0,0,0,1,0,0,1835008,1021571072,1174,1906,0,13216,347282,0,0,6,57,12,10,59,0,1076,18,20,0,0,7,11,0,7,1,17,8,56,874,54,820,0,464,666,272,0,0,0,0,0,289051,3141,207073,22176,
22-03 22:11:19,3.643,1.633,94.598,0.126,0,0,1138688,0,0,0,55,0,0.530,2.910,3.240,3309178880,2043731968,194043904,10582970368,326,252,0,0,0,0,14,1835008,1021571072,1224,2029,0,13216,347279,0,0,6,57,12,10,59,0,1075,17,20,0,0,7,9,0,7,2,17,8,56,874,54,820,0,422,823,930,0,0,0,0,0,289051,3141,206527,22176,
22-03 22:11:20,4.430,1.266,94.304,0,0,0,0,0,0,0,18,0,0.530,2.910,3.240,3309879296,2043019264,194043904,10583007232,0,1278,0,0,8,0,0,1835008,1021571072,1364,3060,0,13216,347283,0,0,6,57,12,10,59,0,1078,17,23,0,0,7,9,0,7,2,20,8,56,874,54,820,0,1479,1533,1676,0,0,0,0,0,289051,3141,206408,22176,
22-03 22:11:21,3.769,1.884,94.095,0.251,0,0,286720,0,0,0,20,0,0.490,2.860,3.220,3309993984,2042847232,194056192,10583310336,1211,920,0,0,8,0,42,1835008,1021571072,1336,3242,0,13216,347293,0,0,6,57,12,10,59,0,1078,17,23,0,0,7,9,0,7,2,20,8,56,874,54,820,0,1395,1510,1449,0,0,0,0,0,289051,3141,206363,22176,
22-03 22:11:22,3.783,1.765,94.451,0,0,0,0,0,0,0,20,0,0.490,2.860,3.220,3322769408,2029228032,194056192,10583887872,1211,920,0,0,0,0,0,1835008,1021571072,1431,2591,0,13216,347338,0,0,6,57,12,10,59,0,1078,17,23,0,0,7,9,0,6,2,20,8,56,874,54,820,0,5406,6491,1006,0,0,0,0,0,289051,3141,203038,22176,
22-03 22:11:23,3.526,1.385,94.962,0.126,0,0,0,0,0,0,16,0,0.490,2.860,3.220,3323334656,2028486656,194056192,10584072192,0,920,0,0,0,0,0,1835008,1021571072,1085,1836,0,13216,347339,0,0,6,57,12,10,59,0,1078,17,23,0,0,7,9,0,6,2,20,8,56,874,54,820,0,6,250,119,0,0,0,0,0,289051,3141,202797,22176,
22-03 22:11:24,4.020,1.382,94.598,0,0,0,0,0,0,0,14,0,0.490,2.860,3.220,3323006976,2028810240,194056192,10584068096,0,0,1,0,0,0,0,1835008,1021571072,1041,1752,0,13216,347348,0,0,6,57,12,10,59,0,1078,17,23,0,0,7,9,0,6,2,20,8,56,874,54,820,0,373,320,255,0,0,0,0,0,289051,3141,202936,22176,
22-03 22:11:25,3.783,1.639,94.451,0.126,0,0,417792,0,0,0,61,0,0.490,2.860,3.220,3323662336,2028056576,194064384,10585473024,119,358,1,0,8,0,24,1835008,1021571072,1370,3149,0,13184,347346,0,0,6,57,12,10,59,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,1388,1884,1471,0,0,0,0,0,289051,3141,202752,22176,
22-03 22:11:26,4.161,2.270,93.317,0.252,0,0,286720,0,0,0,17,0,0.610,2.850,3.220,3319541760,2032193536,194088960,10584100864,167,187,0,0,8,0,68,1835008,1021571072,1440,3704,0,13152,347342,0,0,6,57,12,10,59,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,1299,1490,2601,0,0,0,0,0,289051,3141,203762,22176,
22-03 22:11:27,4.035,1.639,94.199,0.126,0,0,0,0,0,0,62,0,0.610,2.850,3.220,3319648256,2032050176,194088960,10584420352,25004,5900,0,0,0,0,0,1835008,1021571072,1354,2692,0,13152,347344,0,0,6,57,12,10,59,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,7,312,194,0,0,0,0,0,289051,3141,203727,22176,
22-03 22:11:28,4.141,1.506,94.354,0,0,0,0,0,0,0,21,0,0.610,2.850,3.220,3319648256,2032050176,194088960,10584154112,2577,0,2,0,0,0,0,1835008,1021571072,1119,1843,0,13152,347353,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,186,140,1180,0,0,0,0,0,289051,3141,203790,22176,
22-03 22:11:29,5.044,1.892,92.938,0.126,0,0,7995392,0,0,0,15,0,0.610,2.850,3.220,3302006784,2048618496,194093056,10585489408,0,0,0,0,1,0,518,1835008,1021571072,1426,3323,0,13152,347400,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,1278,3530,6816,0,0,0,0,0,289051,3141,207772,22176,
22-03 22:11:30,4.648,1.884,93.342,0.126,0,0,0,0,0,0,19,0,0.610,2.850,3.220,3301441536,2049183744,194093056,10584965120,167,545,0,0,9,0,0,1835008,1021571072,1398,3225,0,13152,347401,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,1740,1546,1712,0,0,0,0,0,289051,3141,207852,22176,
22-03 22:11:31,3.639,1.506,94.730,0.125,0,0,0,0,0,0,60,0,0.560,2.800,3.200,3302363136,2048458752,194093056,10585034752,1046,930,2,0,4,0,0,1835008,1021571072,1390,2599,0,13152,347401,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,666,932,616,0,0,0,0,0,289051,3141,207622,22176,
22-03 22:11:32,4.025,1.384,94.465,0.126,0,0,860160,0,0,0,14,0,0.560,2.800,3.200,3304079360,2046734336,194101248,10586341376,0,0,0,0,4,0,24,1835008,1021571072,1355,2613,0,13152,347413,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,1001,1316,1372,0,0,0,0,0,289051,3141,207312,22176,
22-03 22:11:33,3.666,0.885,95.449,0,0,0,0,0,0,0,15,0,0.560,2.800,3.200,3304235008,2046480384,194101248,10584866816,0,0,2,0,0,0,0,1835008,1021571072,1113,1850,0,13152,347411,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,72,115,494,0,0,0,0,0,289051,3141,207250,22176,
22-03 22:11:34,3.275,1.385,95.214,0.126,0,0,0,0,0,0,15,0,0.560,2.800,3.200,3289493504,2061221888,194101248,10585133056,0,0,0,0,0,0,0,1835008,1021571072,1107,1880,0,13152,347412,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,5,2,17,7,56,874,54,820,0,29,314,5215,0,0,0,0,0,289051,3141,210849,22176,
22-03 22:11:35,4.804,1.896,93.300,0,0,0,0,0,0,0,43,0,0.560,2.800,3.200,3288674304,2062036992,194101248,10584870912,31451,6166,0,0,8,0,0,1835008,1021571072,1527,3951,0,13152,347421,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,1513,1671,1601,0,0,0,0,0,289051,3141,211068,22176,
22-03 22:11:36,3.522,1.384,94.843,0.252,0,0,0,0,0,0,15,0,0.510,2.750,3.180,3290349568,2060316672,194101248,10586488832,0,358,0,0,0,0,0,1835008,1021571072,1180,2048,0,13152,347423,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,272,510,143,0,0,0,0,0,289051,3141,210628,22176,
22-03 22:11:37,5.549,2.270,91.803,0.378,0,0,376832,0,0,0,63,0,0.510,2.750,3.180,3258748928,2090889216,194117632,10585927680,820,2027,0,0,8,0,44,1835008,1021571072,1973,4677,0,13152,347471,0,0,6,56,12,10,58,0,1078,18,20,0,0,7,8,2,6,3,17,7,56,876,54,822,0,2181,3419,9675,0,0,0,0,0,289051,3141,218092,22176,
22-03 22:11:38,4.391,1.380,94.103,0.125,0,0,0,0,0,0,38,0,0.510,2.750,3.180,3260297216,2089340928,194117632,10587500544,16923,4347,0,0,0,0,0,1835008,1021571072,1229,1970,0,13152,347473,0,0,6,56,12,10,58,0,1077,17,20,0,0,7,9,1,7,2,17,7,56,876,54,822,0,5,515,125,0,0,0,0,0,289051,3141,217714,22176,
22-03 22:11:39,4.414,1.135,94.451,0,0,0,0,0,0,0,22,0,0.510,2.750,3.180,3260817408,2089340928,194117632,10585649152,666,816,0,0,0,0,0,1835008,1021571072,1212,1908,0,13184,347410,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,66,217,686,0,0,0,0,0,289051,3141,217714,22176,
22-03 22:11:40,3.899,1.887,93.962,0.252,0,0,6250496,0,0,0,17,0,0.510,2.750,3.180,3260715008,2089435136,194121728,10585935872,86,106,0,0,8,0,450,1835008,1021571072,1446,3765,0,13184,347410,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,1578,2314,2210,0,0,0,0,0,289051,3141,217732,22176,
22-03 22:11:41,3.643,1.382,94.975,0,0,0,0,0,0,0,15,0,0.470,2.710,3.160,3260989440,2089160704,194121728,10585411584,82,358,0,0,0,0,0,1835008,1021571072,1116,1860,0,13184,347409,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,72,108,690,0,0,0,0,0,289051,3141,217607,22176,
22-03 22:11:42,3.648,1.887,94.340,0.126,0,0,802816,0,0,0,19,0,0.470,2.710,3.160,3261153280,2088943616,194134016,10585718784,167,187,0,0,9,0,20,1835008,1021571072,1363,3221,0,13184,347420,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,1842,1931,1861,0,0,0,0,0,289051,3141,217554,22176,
22-03 22:11:43,3.783,1.009,95.208,0,0,0,0,0,0,0,46,0,0.470,2.710,3.160,3262148608,2087948288,194134016,10585976832,0,0,0,0,0,0,0,1835008,1021571072,1210,1946,0,13184,347420,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,33,137,107,0,0,0,0,0,289051,3141,217374,22176,
22-03 22:11:44,4.397,1.884,93.593,0.126,0,0,0,0,0,0,15,0,0.470,2.710,3.160,3278110720,2071187456,194134016,10586509312,119,0,1,0,0,0,0,1835008,1021571072,1277,2439,0,13152,347465,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,5834,6657,1112,0,0,0,0,0,289051,3141,213226,22176,
22-03 22:11:45,3.793,1.391,94.817,0,0,0,0,0,0,0,16,0,0.470,2.710,3.160,3278118912,2070962176,194134016,10588041216,0,0,0,0,8,0,0,1835008,1021571072,1281,3184,0,13152,347467,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,1374,1812,1418,0,0,0,0,0,289051,3141,213227,22176,
22-03 22:11:46,3.396,1.132,95.346,0.126,0,0,0,0,0,0,18,0,0.520,2.680,3.150,3276283904,2072797184,194134016,10586468352,167,545,2,0,0,0,0,1835008,1021571072,1235,1994,0,13152,347465,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,27,128,603,0,0,0,0,0,289051,3141,213550,22176,
22-03 22:11:47,6.297,3.149,89.798,0.756,0,0,2056192,0,0,0,16,0,0.520,2.680,3.150,3472138240,1870749696,194142208,10592919552,0,0,0,0,8,0,26,1835008,1021571072,2549,33377,0,13120,348536,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,51898,73916,22832,0,0,0,0,0,289051,3141,164347,22176,
22-03 22:11:48,4.161,1.639,94.199,0,0,0,0,0,0,0,20,0,0.520,2.680,3.150,3472044032,1870749696,194142208,10593005568,1249,3192,0,0,0,0,0,1835008,1021571072,1246,2631,0,13120,348536,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,269,170,316,0,0,0,0,0,289051,3141,164291,22176,
22-03 22:11:49,5.276,1.382,93.216,0.126,0,0,0,0,0,0,76,0,0.520,2.680,3.150,3469557760,1872691200,194142208,10593816576,15972,2708,0,0,0,0,0,1835008,1021571072,1476,2584,0,13120,348565,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,1296,1838,4201,0,0,0,0,0,289051,3141,164821,22176,
22-03 22:11:50,3.880,2.128,93.992,0,0,0,0,0,0,0,20,0,0.520,2.680,3.150,3469275136,1872973824,194142208,10593292288,348,0,1,0,8,0,0,1835008,1021571072,1313,2943,0,13152,348563,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,1295,1400,1519,0,0,0,0,0,289051,3141,164827,22176,
22-03 22:11:51,3.275,1.511,95.088,0.126,0,0,0,0,0,0,23,0,0.470,2.630,3.140,3469533184,1872715776,194142208,10593558528,746,446,0,0,0,0,0,1835008,1021571072,1237,2048,0,13152,348563,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,7,250,131,0,0,0,0,0,289051,3141,164764,22176,
22-03 22:11:52,4.792,1.513,93.443,0.252,0,0,0,0,0,0,17,0,0.470,2.630,3.140,3491139584,1850265600,194142208,10595643392,0,0,0,0,8,0,0,1835008,1021571072,1524,3836,0,13152,348610,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,7020,8205,2552,0,0,0,0,0,289051,3141,159163,22176,
22-03 22:11:53,4.266,1.506,93.977,0.251,0,0,1155072,0,0,0,14,0,0.470,2.630,3.140,3487924224,1859997696,194150400,10587578368,0,0,0,0,0,0,24,1835008,1021571072,1160,2033,0,13152,347488,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,107,307,2626,0,0,0,0,0,289843,3141,160930,22176,
22-03 22:11:54,4.266,1.255,94.354,0.125,0,0,0,0,0,0,16,0,0.470,2.630,3.140,3488440320,1859481600,194150400,10588110848,0,0,0,0,1,0,0,1835008,1021571072,1083,1833,0,13152,347490,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,308,412,263,0,0,0,0,0,289843,3141,160804,22176,
22-03 22:11:55,4.030,3.652,92.191,0.126,0,0,21413888,0,0,0,44,0,0.470,2.630,3.140,3493732352,1854177280,194150400,10587914240,0,0,0,0,8,0,2450,1835008,1021571072,3143,9428,0,13152,347499,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,1496,4285,4554,0,0,0,0,0,289843,3141,159446,22176,
22-03 22:11:56,4.298,1.643,93.932,0.126,0,0,2400256,0,0,0,19,0,0.440,2.590,3.120,3476066304,1871765504,194166784,10587983872,424,0,0,0,0,0,40,1835008,1021571072,1313,2184,0,13152,347510,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,317,641,5769,0,0,0,0,0,289843,3141,163730,22176,
22-03 22:11:57,4.293,1.515,94.192,0,0,0,0,0,0,0,15,0,0.440,2.590,3.120,3478061056,1869705216,194166784,10587783168,0,0,0,0,8,0,0,1835008,1021571072,1390,3190,0,13152,347509,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,1339,1407,1523,0,0,0,0,0,289843,3141,163300,22176,
22-03 22:11:58,3.287,1.264,95.322,0.126,0,0,0,0,0,0,14,0,0.440,2.590,3.120,3478577152,1869189120,194166784,10589356032,0,0,0,0,0,0,0,1835008,1021571072,1127,1863,0,13152,347511,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,35,543,142,0,0,0,0,0,289843,3141,163174,22176,
22-03 22:11:59,4.678,1.643,93.679,0,0,0,0,0,0,0,23,0,0.440,2.590,3.120,3475415040,1872351232,194166784,10587783168,1209,3192,0,0,0,0,0,1835008,1021571072,1431,3208,0,13152,347520,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,44,222,1112,0,0,0,0,0,289843,3141,163946,22176,
22-03 22:12:00,4.798,1.515,93.561,0.126,0,0,0,0,0,0,34,0,0.440,2.590,3.120,3475402752,1872326656,194166784,10588303360,16052,2748,0,0,8,0,0,1835008,1021571072,1478,3251,0,13152,347521,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,1577,1571,1471,0,0,0,0,0,289843,3141,163903,22176,
22-03 22:12:01,3.535,1.515,94.697,0.253,0,0,0,0,0,0,41,0,0.400,2.550,3.100,3475034112,1872695296,194170880,10587840512,0,0,0,1,0,0,0,1835008,1021571072,1241,2037,0,13152,347520,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,189,221,282,0,0,0,0,0,289843,3141,163967,22176,
22-03 22:12:02,4.436,1.648,93.663,0.253,0,0,212992,0,0,0,15,0,0.400,2.550,3.100,3475206144,1872248832,194174976,10588377088,0,0,0,0,16,0,14,1835008,1021571072,1497,5246,0,13152,347534,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,2713,2780,2679,0,0,0,0,0,289843,3141,163921,22176,
22-03 22:12:03,4.030,1.134,94.836,0,0,0,0,0,0,0,15,0,0.400,2.550,3.100,3473760256,1873862656,194174976,10588200960,0,0,0,0,0,0,0,1835008,1021571072,1189,1981,0,13152,347543,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,228,376,921,0,0,0,0,0,289843,3141,164363,22176,
22-03 22:12:04,3.774,1.258,94.843,0.126,0,0,0,0,0,0,15,0,0.400,2.550,3.100,3474739200,1872830464,194174976,10589061120,0,0,0,0,0,0,0,1835008,1021571072,1143,1897,0,13152,347545,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,271,507,136,0,0,0,0,0,289843,3141,164063,22176,
22-03 22:12:05,3.518,1.884,94.472,0.126,0,0,0,0,0,0,20,0,0.400,2.550,3.100,3473412096,1874153472,194174976,10589048832,359,0,0,0,8,0,0,1835008,1021571072,1307,3172,0,13120,347541,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,1360,1381,1697,0,0,0,0,0,289843,3141,164386,22176,
22-03 22:12:06,3.643,1.131,94.975,0.251,0,0,0,0,0,0,16,0,0.370,2.500,3.080,3474358272,1873207296,194174976,10588266496,167,187,0,0,0,0,0,1835008,1021571072,1092,1866,0,13120,347541,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,5,257,380,0,0,0,0,0,289843,3141,164155,22176,
22-03 22:12:07,5.019,2.384,92.346,0.251,0,0,270336,0,0,0,42,0,0.370,2.500,3.080,3474538496,1873027072,194183168,10588516352,0,0,0,0,9,0,26,1835008,1021571072,1469,3385,0,13152,347541,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,1765,1616,1592,0,0,0,0,0,289843,3141,164122,22176,
22-03 22:12:08,4.025,1.132,94.717,0.126,0,0,0,0,0,0,14,0,0.370,2.500,3.080,3474485248,1873072128,194183168,10588258304,0,0,0,0,0,0,0,1835008,1021571072,1113,1841,0,13152,347540,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,24,122,264,0,0,0,0,0,289843,3141,164059,22176,
22-03 22:12:09,4.030,1.385,94.584,0,0,0,0,0,0,0,13,0,0.370,2.500,3.080,3475210240,1872326656,194183168,10588545024,0,0,0,0,0,0,0,1835008,1021571072,1118,1819,0,13152,347541,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,321,255,123,0,0,0,0,0,289843,3141,163940,22176,
22-03 22:12:10,4.506,2.378,92.866,0.250,0,0,253952,0,0,0,32,0,0.370,2.500,3.080,3474788352,1872654336,194199552,10588356608,1401,3192,0,0,8,0,34,1835008,1021571072,1375,4102,0,13152,347560,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,1749,1974,2033,0,0,0,0,0,289843,3141,164020,22176,
22-03 22:12:11,3.783,1.261,94.956,0,0,0,0,0,0,0,35,0,0.340,2.460,3.070,3476697088,1870688256,194199552,10589728768,16368,3114,0,0,0,0,0,1835008,1021571072,1190,2038,0,13152,347562,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,9,524,147,0,0,0,0,0,289843,3141,163478,22176,
22-03 22:12:12,4.035,1.639,94.199,0.126,0,0,0,0,0,0,15,0,0.340,2.460,3.070,3475857408,1871515648,194199552,10588409856,0,0,0,0,8,0,0,1835008,1021571072,1323,3029,0,13152,347560,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,1293,1395,1800,0,0,0,0,0,289843,3141,163864,22176,
22-03 22:12:13,3.662,1.263,95.076,0,0,0,0,0,0,0,43,0,0.340,2.460,3.070,3476578304,1870790656,194199552,10588696576,0,358,0,0,0,0,0,1835008,1021571072,1158,1933,0,13152,347561,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,276,273,112,0,0,0,0,0,289843,3141,163565,22176,
22-03 22:12:14,4.266,1.255,94.103,0.376,0,0,0,0,0,0,17,0,0.340,2.460,3.070,3475513344,1872654336,194199552,10587631616,167,187,0,0,0,0,0,1835008,1021571072,1084,1821,0,13152,347492,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,116,143,619,0,0,0,0,0,289843,3141,164020,22176,
22-03 22:12:15,3.904,1.637,93.829,0.630,0,0,393216,0,0,0,20,0,0.340,2.460,3.070,3476328448,1871659008,194211840,10588065792,167,187,2,0,4,0,42,1835008,1021571072,1219,2701,0,13152,347498,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,960,1188,993,0,0,0,0,0,289843,3141,163777,22176,
22-03 22:12:16,3.759,2.381,93.734,0.125,0,0,4898816,0,0,0,15,0,0.310,2.420,3.050,3476701184,1871286272,194211840,10587541504,0,0,1,0,4,0,640,1835008,1021571072,1552,3436,0,13152,347492,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,364,1144,1357,0,0,0,0,0,289843,3141,163623,22176,
22-03 22:12:17,3.914,2.020,94.066,0,0,0,65536,0,0,0,44,0,0.310,2.420,3.050,3476705280,1871138816,194211840,10588209152,9059,4135,1,0,8,0,8,1835008,1021571072,1541,3541,0,13152,347515,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,10,0,7,2,17,7,56,874,54,820,0,1970,2030,1931,0,0,0,0,0,289843,3141,163650,22176,
